Fecha,Producto ,region,Canal,unidades_vendidas,Precio Unitario,ingreso
2024-07-04,Teclado,Centro,Online,5,43.28,"216,40 €"
2025-04-11,Auriculares,Sur,DISTRIBUIDOR,1,77.65,"77,65 €"
2024-04-03,Monitor,Sur,Tienda,5,211.51,"1.057,55 €"
2024-07-13,Teclado,SUR,Distribuidor,5,37.2,"186,00 €"
2024-07-05,Mouse,Oeste,online,5,24.87,"124,35"
2025-02-12,Auriculares,Este,Distribuidor,N/A,72.38,"361,90"
2024-10-29,Mouse,Oeste,online,3,25.43,"76,29"
,Teclado,  Norte ,Online,2,47.07,"94,14 €"
2025-02-11,Teclado,Sur,ONLINE,2,,"88,72 €"
2024-06-30,Mouse,Oeste,Distribuidor,3,20.38,"61,14 €"
06/09/2024,Teclado,Oeste,Distribuidor,4,39.35,"157,40"
2025-07-01,Teclado,Sur,DISTRIBUIDOR,2,38.51,"77,02 €"
2025-10-12,Monitor,Sur,Tienda,1,226.38,"226,38"
2024-09-01,Auriculares,Centro,Online,4,90.16,"€360,64 €"
2024-10-15,TECLADO,Centro,Distribuidor,3,35.06,"€105,18"
2025-10-26,Webcam,Norte,Tienda,3,62.39,"187,17"
2025-11-06,Teclado,Oeste,Tienda física,3,46.47,"€139,41"
2025-09-06,Teclado,Centro,Online,5,47.51,"€237,55 €"
2024-06-21,Teclado,Este,Tienda,1,45.23,"€45,23"
2024-09-22,Mouse,Sur,Online,5,25.44,"127,20 €"
2024-09-28,Mouse,Sur,Tienda,1,24.82,"24,82"
2025-11-23,WEBCAM,Norte,Distribuidor,4,51.04,"204,16"
2024-11-04,Auriculares,ESTE,Tienda,1,89.11,"89,11 €"
2025-09-03,Mouse,Centro,Online,5,23.76,"118,80 €"
2024-05-18,Mouse,Este,Online,5,25.07,"125,35 €"
2025-12-20, Mouse,desconocida,Online,1,25.11,"25,11 €"
2024-06-29,Webcam,Sur,tienda,NA,62.77,"125,54"
2024-12-26,Webcam,oeste,Tienda,2,65.25,"130,50"
2025-07-31,MONITOR,Centro,Online,3,219.66,"658,98 €"
2025-12-19,Teclado,Oeste,Online,1,46.49,"46,49"
07-16-2025,Mouse,Oeste,Online ,3,24.29,"72,87"
2025-11-10,Mouse,Oeste,Online,3,24.56,"73,68"
2025-06-11,Monitor,Norte,Distribuidor,3,182.59,"547,77"
2025-12-26,Monitor,Norte,Tienda,3,210.6,"631,80 €"
2025-07-02,Teclado,Norte,Tienda,5,44.52,"222,60"
2025-04-26,Teclado,Norte,Online,1,47.5,"47,50"
07-17-2024,Auriculares,SUR,Online,1,89.76,"89,76"
2025-01-16,Teclado,norte,Distribuidor,3,37.35,"112,05"
2024-01-06,Monitor,Centro,Tienda,1,231.21,"€231,21"
2025-07-13,Monitor,Sur,Online,null,224.22,"224,22"
07-27-2024,Teclado,Oeste,Online,null,45.2,"180,80 €"
05/09/2025,Mouse,Norte,Online,2,25.12,"50,24"
2024-11-30,Teclado,Centro,Online,3,46.02,"138,06"
2025-11-19,Mouse,Sur,Online,5,25.06,"125,30 €"
2024-07-23,Auriculares,norte,Distribuidor,1,73.18,"73,18 €"
2025-05-13,Monitor,Oeste,Distribuidor,1,177.82,"177,82"
2024-11-24,Monitor,Centro,Online,2,215.12,"430,24 €"
2024-03-05,Auriculares,Centro,Online,3,92.19,"€276,57 €"
2024-04-08,Monitor,Norte,Tienda,1,218.94,"218,94"
08-13-2024,Monitor,Centro,Tienda,4,215.61,"862,44"
10/08/2025,Auriculares,Sur,ONLINE,1,89.28,"89,28 €"
2025-12-31,Teclado,Norte,Online,2,45.58,"91,16"
2025-10-23,Mouse,este,Online,3,24.68,"74,04"
11-28-2025,Mouse,  Norte ,Online,5,24.43,"122,15"
2025-08-17,Mouse,Sur,Tienda física,1,26.42,"26,42"
2024-12-17,Auriculares,Este,online,2,87.98,"175,96"
2025-06-17,Mouse,Norte,Online ,1,24.54,"24,54"
2024-09-08,Auriculares,Norte,distribuidor,2,77.64,"155,28"
2024-09-28,Monitor,Sur,Online,4,214.02,"856,08 €"
01-21-2024,Monitor,Norte,Distribuidor,1,183.64,"183,64"
2024-11-01,Monitor,Este,Online,1,220.21,"220,21"
2025-09-27,Mouse,Centro,Tienda,3,25.22,"75,66"
10/08/2025,Auriculares,Sur,ONLINE,1,89.28,"89,28 €"
2025-11-22,Mouse,Norte,Tienda,3,24.66,"73,98"
2025-04-26,Monitor,Este,Distribuidor,3,175.98,"527,94"
2024-10-15,Teclado,Sur,Tienda,5,46.06,"230,30 €"
,Auriculares,Sur,Distribuidor,3,73.77,"221,31"
29/06/2025,Auriculares,Este,online,4,90.88,"363,52"
2025-08-06,Mouse,sur,Tienda,4,25.68,"102,72"
2024-11-13,Teclado,norte,Distribuidor,4,34.5,"138,00"
2025-12-26,Auriculares,Oeste,Online,3,94.56,"283,68 €"
2024-11-08,Webcam,Oeste,online,5,63.78,"318,90"
09-11-2024,Teclado,Este,Online,4,44.12,"176,48"
2025-09-21,Teclado,este,Tienda,2,47.34,"94,68 €"
2024-12-15,Mouse,Norte,Tienda,4,24.12,"96,48"
2025-04-12,Auriculares,Norte,Online,5,94.51,"472,55 €"
2024-11-19,Webcam,Este,Online,5,64.61,"323,05"
2025-10-23, Auriculares,Oeste,Online,3,92.59,"€277,77"
2024-12-22,Teclado,Este,Tienda,3,46.08,"€138,24 €"
12-01-2025,Mouse,Centro,Online,3,n/a,"76,59"
2025-11-04,Teclado,Centro,Online,4,42.9,"171,60"
2025-11-02,Mouse,Norte,ONLINE,3,24.59,"73,77 €"
2024-11-22,Auriculares,Este,DISTRIBUIDOR,3,72.3,"216,90"
2024-09-07,Monitor,OESTE,Tienda,5,237.98,"€1.189,90 €"
2024-11-04,Monitor,Norte,Tienda,3,213.56,"640,68 €"
2024-02-20,Mouse,Oeste,Distribuidor,2,20.44,"40,88 €"
2024-12-30,Mouse,sur,Tienda,5,25.21,"126,05"
11-20-2025,Auriculares,Norte,Tienda,3,93.61,"280,83"
11/05/2024,Mouse,Oeste,Online,5,25.69,"128,45"
2024-12-07,Mouse,Norte,Online,4,24.38,"97,52 €"
2025-10-08,MOUSE,Oeste,Distrib.,1,20.32,"20,32 €"
2025-11-12,Mouse,Este,Online,4,24.91,"99,64"
2025-05-15,Monitor,Sur,ONLINE,3,216.8,"650,40"
2024-04-26,Auriculares,Centro,Online,5,88.21,"441,05"
2024-12-22,Monitor,Este,Online,2,214.87,"429,74 €"
2024-09-15,Auriculares,Este,TIENDA,4,91.03,"364,12"
,Auriculares,Oeste,Tienda,5,89.24,"446,20"
2025-08-28,Mouse,Este,distribuidor,1,20.52,"20,52"
2024-03-02,Monitor,Norte,ONLINE,2,213.92,"427,84 €"
2025-12-21,Teclado,Este,Online,3,47.51,"142,53"
2024-11-09,Mouse,Oeste,online,2,24.94,"49,88 €"
2024-09-01,Mouse,Sur,Online,2,24.54,"49,08"
2025-01-13,Auriculares,Norte,Online,5,92.8,"464,00"
2025-09-25,Auriculares,Este,Tienda,3,90.78,"272,34"
2025-11-28,Monitor,Norte,Online,4,219.12,"876,48"
2025-11-25,Auriculares,Centro,ONLINE,4,91.67,"366,68 €"
2025-08-05,Teclado,sur,Online,3,49.35,"148,05 €"
2025-08-19,Mouse,Norte,Distribuidor,2,20.15,"40,30"
2025-09-01,TECLADO,  Sur ,Online,4,11157.87,"179,72"
2024-10-30,Mouse,Sur,ONLINE,4,25.07,"100,28"
06-03-2024,Mouse,?,Distribuidor,4,21.17,"84,68"
,Mouse,Oeste,tienda,1,25.24,"25,24"
2024-12-29,Mouse,Centro,Distribuidor,1,20.26,"20,26"
2025-01-05,Auriculares,Centro,Online,1,93.51,"93,51"
2025-11-21,Auriculares,Sur,Online,4,89.97,"359,88"
2025-06-09,MOUSE,Este,Online,2,24.24,"48,48"
2024-08-18,Auriculares,Norte,Tienda,1,97.01,"97,01 €"
16/10/2025,Monitor,Centro,Online,4,216.52,"866,08"
2025-07-27,Webcam,SUR,Tienda,1,64.46,"64,46"
2024-12-09,MOUSE,Norte,online,1,24.8,"24,80"
2025-06-19,Monitor,Oeste,Online ,1,224.85,"224,85 €"
20/02/2024,Mouse,Centro,Distribuidor,3,20.54,"61,62"
2025-11-10,Monitor,Este,Tienda,3,229.92,"€689,76"
2025-01-08,Auriculares,Centro,Online,4,89.39,"€357,56"
2024-12-23,Monitor,Sur,Online,5,209.33,"1.046,65"
2025-02-21,Mouse,Centro,Tienda,4,24.56,"98,24"
2024-03-29,MOUSE,Este,Online,3,26.39,"79,17"
2024-11-08,Teclado,Este,Tienda física,2,44.22,"35,03"
2025-11-18,Teclado,este,Online,-,47.05,"188,20 €"
2024-05-03,Mouse,Sur,Distribuidor,NA,20.47,"81,88"
2025-12-05,Monitor,Oeste,Tienda,5,229.23,"1.146,15"
2024-12-29,Mouse,Oeste,DISTRIBUIDOR,3,20.15,"60,45"
2025-01-04,Auriculares,Centro,Tienda,3,90.28,"€270,84 €"
2024-12-09,Auriculares,Norte,Online,1,0.0,"91,49"
2024-06-05,Teclado,Oeste,distribuidor,1,38.02,"38,02"
2024-12-31,Auriculares,Oeste,Distribuidor,3,73.7,"221,10"
2024-08-13,Mouse,  Norte ,Online,5,26.13,"€130,65 €"
2024-04-24,Mouse,Sur,Tienda,4,25.33,"€101,32"
2024-11-26,Mouse,Centro,Tienda,5,25.08,"125,40"
2025-06-04,Monitor,OESTE,Tienda Fisica,3,221.76,"665,28 €"
2025-12-24,Webcam,Norte,Online,5,62.22,"311,10"
2025-06-25,Teclado,Norte,Tienda física,1,47.19,"€47,19"
2024-11-22,Webcam,Este,Tienda,2,60.63,"121,26 €"
12-26-2025,Webcam,Sur,Distribuidor,4,49.74,"198,96 €"
2025-09-10,Mouse,Este,Tienda,5,24.15,"120,75"
2024-11-19,Mouse,Centro,Tienda,3,24.47,"73,41 €"
2025-10-13,Webcam,Centro,Online ,2,65.13,"130,26"
2025-09-16,Mouse,  centro ,Online,5,23.76,"118,80"
10-11-2024, Mouse,Centro,on-line,1,24.99,"24,99"
2025-06-09,Mouse,oeste,Online,5,24.53,"122,65"
2025-02-26,Auriculares,Sur,Tienda,2,92.19,"184,38"
2024-08-11,Mouse,Norte,Online,1,24.46,"24,46"
2025-12-25,Teclado,Oeste,distribuidor,4,38.72,"154,88 €"
2024-01-27,Mouse,Centro,Online ,5,24.71,"123,55"
2025-10-10,Auriculares,Este,Online,2,87.7,"175,40"
2025-12-28,Mouse,Centro,online,5,25.27,"126,35"
2024-04-27,Auriculares,Oeste,ONLINE,2,89.02,"178,04 €"
2024-09-19,MOUSE,Oeste,Online,2,24.85,"606,04"
,Auriculares,Este,Tienda,4,88.21,"352,84 €"
2024-02-01,Mouse,Sur,on-line,5,25.16,"125,80"
2025-11-23,Webcam,Centro,Online,null,65.37,"326,85"
08-15-2025,TECLADO,desconocida,Distribuidor,4,36.86,"147,44"
2024-01-06,Mouse,Este,Tienda Fisica,3,24.73,"74,19"
2024-10-01,Mouse,Sur,Online,5,24.06,"120,30 €"
2025-09-01,Mouse,Este,Online,2,25.1,"50,20 €"
2025-07-11,Mouse,Centro,Distribuidor,3,20.8,"62,40 €"
2024-07-10,Teclado,Oeste,Online,5,47.47,"237,35"
01-09-2025,Teclado,ESTE,Online,1,46.56,"46,56 €"
2025-12-22,Teclado,Norte,TIENDA,5,44.06,"220,30"
2025-05-15,Teclado,  Norte ,Online,4,46.76,"€187,04 €"
2024-09-20,Monitor,Centro,Tienda,2,216.95,"€433,90 €"
2025-05-30,Mouse,Centro,online,2,25.42,"50,84"
2025-12-05,Mouse,Centro,Online,5,24.38,"121,90"
2024-07-17,Auriculares,Este,Online,2,89.41,"€178,82"
2024-09-04,Teclado,Norte,Tienda,2,42.45,"219,64"
2024-10-27,Auriculares,norte,Online,1,87.03,"87,03"
11-08-2025,Teclado,Oeste,Tienda,3,45.13,"135,39"
2024-07-23,Mouse,Centro,Tienda,2,25.32,"50,64"
2025-12-08,Mouse,Oeste,Tienda,5,24.95,"124,75"
2025-04-24,Monitor,Este,ONLINE,5,207.52,"1.037,60"
2025-04-23,Webcam,Norte,Online,1,63.5,"63,50"
2025-08-03,Auriculares,Sur,tienda,4,94.39,"€377,56"
2024-03-26,Auriculares,ESTE,Online,1,88.17,"88,17"
2025-11-20,Monitor,Centro,Tienda,2,219.0,"438,00 €"
2024-10-28,Teclado,Sur,Distribuidor,2,35.56,"€71,12"
2025-10-06,Mouse,Sur,Tienda,4,25.07,"100,28"
2025-11-16,Teclado,Norte,tienda,1,46.13,"€46,13 €"
2024-11-21,Teclado,OESTE,Distribuidor,4,36.51,"146,04"
2024-09-04,Auriculares,  Norte ,Distribuidor,1,74.06,"74,06"
2024-08-29,Mouse,NORTE,Online,2,25.35,"€50,70"
2025-10-11,Mouse,Centro,Online,4,24.44,"97,76 €"
2024-12-08,Auriculares,Oeste,Tienda,5,92.29,"461,45"
2024-04-16,Mouse,Sur,Online,5,NULL,"124,60 €"
2025-10-08,Webcam,Norte,ONLINE,3,63.24,"189,72"
2024-12-13,Mouse,Sur,Tienda,1,24.42,"24,42 €"
2024-04-27,Teclado,Sur,Online ,5,44.79,"223,95"
2025-12-16,Teclado,Sur,Tienda,4,48.18,"192,72"
2024-11-28,MONITOR,Este,Online,1,214.02,"214,02"
31/12/2024,Auriculares,Sur,on-line,3,93.73,"281,19"
2025-12-31,Mouse,Norte,Tienda,2,25.64,"51,28"
2025-12-18,Monitor,Oeste,Online,1,222.95,"€222,95"
2024-04-15,Auriculares,Norte,Tienda,4,93.43,"373,72"
03/02/2024,Mouse,Oeste,Distribuidor,4,20.35,"€81,40"
2024-12-08,Monitor,Este,Online,4,211.49,"845,96 €"
2025-10-04,Mouse,Sur,Tienda,1,25.69,"€25,69"
2025-07-31,Teclado,  Este ,TIENDA,4,47.37,"189,48"
2025-12-23,Mouse,Este,Online,4,23.73,"94,92"
2025-04-17,Teclado,Oeste,Online,2,45.88,"91,76 €"
2024-12-28,Teclado,  Norte ,Distribuidor,4,35.2,"140,80 €"
2025-03-15,Teclado,Norte,Tienda,1,44.37,"44,37"
2024-11-22,Auriculares,Sur,Online,2,87.49,"174,98"
2025-12-16,Auriculares,Sur,Distribuidor,5,74.51,"372,55 €"
2025-12-04,Mouse,Este,Online,4,25.47,"101,88"
, Webcam,oeste,Online,5,63.92,"319,60"
01-01-2025,Webcam,Oeste,Distribuidor,5,n/a,"276,90"
2024-07-27,Mouse,NORTE,Tienda,4,25.61,"102,44"
,,,,,,
2025-07-28,Auriculares,  Centro ,Online,4,96.35,"385,40"
2024-11-10,Auriculares,  Centro ,Online,1,92.79,"€92,79"
2024-06-09,Webcam,Sur,Tienda,4,62.44,"249,76 €"
2024-11-27,AURICULARES,Centro,Tienda,4,93.68,"374,72 €"
2025-11-06,Monitor,Norte,Tienda,-,205.6,"205,60"
,,,,,,
2025-09-30,Auriculares,Oeste,Distribuidor,9174,70.26,"351,30 €"
2025-11-02,Auriculares,Norte,Online,5,90.88,"454,40"
2024-03-31,MOUSE,Norte,Online,1,24.68,"€24,68"
2024-11-01,Auriculares,Este,on-line,4,90.73,"362,92 €"
2025-06-03,Auriculares,Centro,Tienda Fisica,2,91.21,"182,42 €"
2025-12-28,Mouse,Oeste,Tienda,4,26.34,"105,36 €"
2024-08-11,Webcam,Norte,Online,5,63.4,"€317,00"
2025-10-08, Teclado,Oeste,Online,5,44.91,"224,55"
,Webcam,Sur,Distribuidor,5,52.42,"262,10 €"
2024-07-04,Auriculares,Este,Online,4,96.01,"384,04"
2025-12-18,Mouse,Sur,Online,1,24.86,"€24,86 €"
03-25-2025,Auriculares,Norte,Online,3,96.56,"289,68 €"
2025-03-09,Webcam,Este,Distribuidor,5,51.14,"255,70"
17/05/2024,Auriculares,Oeste,Online,2,89.99,"179,98"
2025-04-08,Mouse,Centro,Online,5,25.31,"126,55 €"
2025-04-05,Monitor,Este,online,4,224.75,"899,00"
2024-12-06,Monitor,Centro,Tienda física,5,n/a,"1.079,90"
2025-07-05,Auriculares,norte,Tienda Fisica,4,91.54,"366,16 €"
2025-11-14,Auriculares,sur,Tienda,1,92.49,"92,49"
2025-02-09,Webcam,Oeste,DISTRIBUIDOR,4,54.02,"216,08"
2025-03-17,AURICULARES,Este,Tienda,2,94.26,"€188,52"
06/11/2024,Auriculares,Norte,Tienda,3,94.15,"282,45 €"
2024-11-22,Teclado,Sur,Distrib.,5,37.96,"189,80"
10/11/2024,Auriculares,este,Online ,2,90.17,"180,34"
03/06/2024,Teclado,Centro,Online,3,44.88,"134,64 €"
2024-11-02,Auriculares,Norte,Online,-1,91.99,"275,97 €"
2024-11-28,Mouse,sur,Online,1,24.46,"24,46 €"
2024-10-01,Teclado,Norte,Online,null,45.16,"135,48"
2025-04-05, Auriculares,Norte,Distribuidor,10367,74.58,"74,58"
2025-12-06,AURICULARES,Sur,Distribuidor,3,NULL,"216,54"
09/02/2024,Webcam,Norte,Online,1,n/a,"66,13 €"
2025-07-20,Teclado,Norte,Tienda,4,46.13,"184,52"
11-08-2024,MOUSE,Sur,TIENDA,5,n/a,"121,95"
2024-12-09,Mouse,Centro,Distribuidor,3,21.06,"63,18 €"
2025-04-22,Mouse,Norte,Tienda,4,24.91,"99,64 €"
2024-10-31,Monitor,  Sur ,Online,3,220.19,"660,57"
2024-10-28,MONITOR,Oeste,Distribuidor,3,179.12,"537,36"
2025-12-14,Monitor,Centro,Tienda,3,218.69,"656,07 €"
2025-11-12,Mouse,Norte,Tienda,3,24.24,"€72,72"
2025-12-23,Mouse,Este,Distribuidor,1,20.72,"20,72 €"
17/02/2024,Monitor,Este,Online,5,218.01,"1.090,05 €"
2024-06-20,Monitor,Sur,on-line,4,222.22,"888,88 €"
2025-04-30,Teclado,Este,Online,5,44.1,"220,50"
2024-03-22,Auriculares,Norte,Tienda,3,93.5,"280,50"
2025-10-09,Mouse,Centro,Online,2,24.78,"49,56"
2024-07-14,Teclado,Norte,Online,2,45.95,"91,90 €"
2025-04-04,Webcam,Centro,Tienda,2,61.13,"122,26 €"
2025-01-11,Auriculares,Sur,Online,3,87.16,"261,48 €"
05/09/2025,Auriculares,Norte,Online,4,89.38,"357,52"
2025-05-26,MOUSE,Centro,Online ,3,24.48,"73,44 €"
2025-11-28,Monitor,Este,Online,3,211.42,"634,26 €"
2025-06-10,Webcam,Centro,Online,3,65.27,"195,81"
2025-10-14,Auriculares,Sur,Online,1,93.36,"93,36 €"
2025-11-17,Monitor,Centro,Tienda,1,222.93,"222,93"
2025-12-10,Mouse,Centro,on-line,5,24.78,"123,90 €"
2025-12-15,TECLADO,Centro,tienda,2,47.73,"95,46 €"
2024-10-13,WEBCAM,Sur,Online ,null,63.9,"255,60 €"
2025-12-14, Webcam,Centro,Online,1,62.7,"62,70"
18/11/2025,WEBCAM,Oeste,Tienda,5,62.88,"€314,40"
2025-01-18,Monitor,?,Online,4,224.67,"898,68 €"
2024-12-25,Mouse,Norte,Tienda,2,24.43,"48,86 €"
2025-05-19,Webcam,Centro,Tienda,-,65.48,"327,40"
2025-04-18,Auriculares,Oeste,on-line,4,88.12,"352,48 €"
2024-05-13,Teclado,Sur,Tienda,4,46.19,"184,76"
2024-05-01,Auriculares,Sur,Tienda,2,91.61,"183,22"
2025-11-03,Mouse,Este,Distribuidor ,5,19.44,"97,20 €"
2025-02-04,Teclado,Sur,Online,5,43.64,"218,20"
05-09-2024,Mouse,Sur,Online,4,NULL,"96,48 €"
2025-10-22,Mouse,Norte,Online,4,25.56,"102,24"
2024-01-24,Mouse,OESTE,Tienda física,4,25.5,"102,00"
2025-08-18,Teclado,Norte,Distribuidor,4,37.79,"€151,16"
2024-10-13,Auriculares,Sur,Online,1,88.17,"88,17 €"
2024-04-15,Mouse,Norte,TIENDA,2,24.03,"48,06"
2024-09-09,Teclado,Oeste,Distribuidor,5,36.93,"184,65"
2024-05-11,Teclado,Oeste,Distribuidor,2,36.69,"73,38"
2024-12-14,Teclado,oeste,Online,1,47.81,"47,81"
2025-08-12,Teclado,Sur,Online,5,46.54,"232,70"
2024-12-05,Auriculares,Oeste,Tienda física,4,89.4,"357,60"
2025-11-09,Teclado,Norte,Tienda,2,46.74,"93,48"
2024-07-29,Monitor,Centro,Tienda,2,221.19,"442,38"
2025-12-27,Teclado,Oeste,Tienda,5,46.21,"231,05"
2024-11-29,Webcam,Oeste,Online,4,65.56,"262,24 €"
2024-10-23,Teclado,Oeste,online,5,45.21,"226,05 €"
2025-04-16,Auriculares,Sur,ONLINE,1,89.65,"€89,65"
26/07/2024,Auriculares,Sur,Online ,1,87.59,"87,59"
2025-04-22,Monitor,Sur,Online,3,225.51,"€676,53 €"
2025-08-09,Monitor,Este,Tienda,1,226.87,"226,87"
2025-12-20,Webcam,Oeste,distribuidor,5,52.43,"262,15"
,Auriculares,Norte,Tienda,2,88.2,"176,40"
2024-01-05,Monitor,Sur,Tienda,3,216.33,"648,99 €"
2024-05-03,Teclado,Norte,Distribuidor,5,39.72,"198,60 €"
2025-11-02,Auriculares,Este,Online,5,90.62,"453,10"
2025-09-07,Mouse,Este,Online,4,24.9,"99,60"
2024-12-09,Auriculares,Centro,Online,5,0.0,"440,90 €"
21/10/2025,Auriculares,Centro,Tienda,1,90.95,"90,95 €"
2025-06-09,Auriculares,Norte,Tienda,1,92.06,"92,06 €"
12/04/2024,Webcam,Norte,online,5,63.85,"319,25 €"
2024-05-08,Auriculares,Este,Online,5,88.12,"440,60"
2025-03-15,Auriculares,Centro,Online,5,90.74,"453,70"
08-23-2025, Teclado,Oeste,Tienda,2,43.51,"87,02 €"
2024-07-21,Mouse,Sur,Tienda,3,25.42,"€76,26"
2024-05-08,Monitor,  Oeste ,Online,5,205.88,"1.029,40"
2024-09-10,Mouse,Este,distribuidor,4,20.0,"80,00"
2024-01-17,Mouse,Sur,Tienda física,4,24.4,"97,60"
2025-03-09,Auriculares,Norte,Tienda,5,92.32,"461,60"
2025-12-15,MONITOR,Norte,Tienda,1,203.81,"203,81 €"
2024-03-18,Teclado,Oeste,Distribuidor,2,38.06,"76,12 €"
23/04/2025,Monitor,?,Online,5,227.03,"1.135,15"
2025-12-20,Teclado,Sur,Tienda física,2,46.99,"93,98 €"
31/07/2024,Mouse,Norte,Online ,1,24.13,"€24,13 €"
27/08/2024,Teclado,Oeste,Tienda,3,43.58,"130,74 €"
2024-03-10,MONITOR,Centro,ONLINE,3,223.83,"671,49"
2025-11-21,Auriculares,Sur,distribuidor,null,76.5,"382,50"
2025-12-10,Teclado,Este,Distribuidor,4,38.33,"153,32"
2025-12-21, TECLADO,Centro,Online,3,47.09,"141,27"
2025-03-15,Teclado,Oeste,Online,4,NULL,"183,04"
2024-05-06,Mouse,Sur,Tienda,3,24.78,"74,34 €"
2024-10-04,Mouse,Oeste,Online,5,25.25,"126,25 €"
2025-11-17,Auriculares,Norte,Tienda Fisica,2,84.11,"168,22"
2024-11-26,Webcam,Oeste,Online,2,62.98,"125,96"
2025-05-12,Monitor,Sur,Online,4,211.57,"846,28 €"
2024-01-02,Auriculares,Centro,Tienda,3,95.83,"287,49"
2025-09-06,Mouse,Centro,Tienda,1,24.79,"24,79 €"
2025-02-10,Mouse,Oeste,Online,3,25.31,"75,93 €"
2024-02-27,Auriculares,Este,Online ,2,89.91,"179,82"
2024-09-28,Mouse,Oeste,Tienda Fisica,5,25.11,"125,55"
2024-03-05,Auriculares,Sur,on-line,5,86.69,"433,45 €"
2025-08-09,Auriculares,Este,Online,4,92.89,"371,56 €"
2025-06-02,Webcam,NORTE,Tienda,2,62.77,"125,54"
2025-04-08,Mouse,Norte,Tienda,5,24.47,"122,35 €"
2024-10-01,Mouse,Sur,Online,5,24.06,"120,30 €"
2025-09-30,Monitor,Centro,Online,2,207.15,"414,30"
2024-09-28,Monitor,Norte,Tienda física,-2,206.36,"412,72 €"
2024-06-03,Mouse,Norte,Online,2,24.99,"49,98"
2024-06-13,Mouse,Norte,Distribuidor,4,20.8,"83,20"
2024-11-26,Mouse,Centro,Distribuidor,1,19.08,"19,08"
08-21-2024,Mouse,Norte,Tienda,3,25.4,"76,20"
2025-09-27,Mouse,Centro,Tienda,3,25.24,"75,72 €"
12-21-2024, Auriculares,Centro,Tienda,1,90.64,"90,64"
2025-06-02,TECLADO,Sur,Online,4,44.79,"179,16"
2025-01-05,Teclado,Este,Distribuidor,2,37.35,"74,70 €"
2024-11-27,Auriculares,Centro,Online,3,83.77,"251,31"
2024-06-02,Teclado,Norte,Tienda,3,46.69,"140,07 €"
2025-04-18,Webcam,Centro,Tienda,5,64.53,"322,65 €"
2025-11-03, Teclado,Sur,Tienda,5,46.64,"233,20"
2025-06-20,Webcam,Centro,Tienda,3,65.35,"196,05 €"
2024-04-10, Mouse,Norte,Online,1,26.34,"26,34 €"
2025-10-26,Mouse,Sur,Online,2,24.36,"€48,72"
2025-07-13,Mouse,Sur,Tienda,4,23.65,"94,60"
2024-10-28,MONITOR,Oeste,Distribuidor,3,179.12,"537,36"
2024-09-16,Webcam,Este,Tienda,3,65.43,"196,29"
2025-03-15,Mouse,Norte,Tienda,2,25.77,"51,54"
2025-05-18,Webcam,Norte,Online,1,65.46,"65,46"
2025-08-10,Auriculares,Este,Online,4,90.6,"362,40"
15/02/2024,Auriculares,Oeste,Distrib.,5,71.33,"356,65 €"
10/09/2025,Webcam,OESTE,Distribuidor,1,53.63,"53,63"
2024-09-19,Webcam,Centro,Tienda,2,62.94,"€125,88"
2024-08-31,Webcam,Centro,Online,3,65.1,"195,30"
06-04-2024,Mouse,Norte,Tienda,2,24.37,"48,74"
2024-12-02,Monitor,Este,Online,5,211.19,"1.055,95"
2024-07-05,Teclado,Centro,Distribuidor,4,37.3,"149,20"
2025-11-06,Mouse,este,Distribuidor,5,19.94,"99,70"
2025-03-26,Auriculares,Oeste,Tienda,2,91.65,"183,30 €"
2025-09-27,Monitor,Norte,Distribuidor,2,177.41,"354,82"
2025-12-10,Webcam,Norte,Distribuidor,3,52.58,"157,74"
2025-10-03,Auriculares,Norte,Online,3,93.09,"279,27"
2024-03-08,Teclado,Norte,Online,3,46.15,"138,45 €"
2025-01-19,Auriculares,Norte,online,4,93.54,"€374,16 €"
2024-11-14,Monitor,Sur,ONLINE,3,205.49,"616,47 €"
2025-06-24,Auriculares,norte,Tienda,2,89.83,"179,66 €"
2025-02-04,Auriculares,Norte,Tienda,5,NULL,"430,95 €"
2025-12-17,Auriculares,ESTE,Distribuidor,4,74.18,"296,72 €"
2025-08-14,Teclado,Oeste,Tienda física,3,47.52,"142,56 €"
2024-02-11,Auriculares,Norte,ONLINE,3,88.71,"266,13 €"
2024-01-16,Mouse,Norte,tienda,3,24.71,"74,13"
2024-10-05,Auriculares,Este,ONLINE,5,90.27,"451,35"
2025-01-28,Mouse,Este,Online,2,26.06,"52,12"
15/08/2025,Mouse,Sur,Online,NA,25.02,"50,04 €"
,Mouse,Oeste,Online,2,25.51,"51,02"
22/06/2024,Webcam,Este,Online,2,NULL,"126,86"
2024-11-09,Mouse,,Online,2,25.24,"50,48"
2024-05-04,Mouse,  Norte ,Tienda,5,25.43,"127,15"
2024-09-08,Monitor,Centro,Online,5,233.29,"1.166,45 €"
2025-09-14,Mouse,Oeste,Tienda,2,24.54,"49,08"
2025-06-05,Teclado,Sur,Online,3,44.64,"133,92"
2025-11-23,Webcam,Centro,Distribuidor,2,50.54,"101,08"
2025-05-11,Mouse,Norte,Online,5,24.49,"122,45"
2025-12-14,Teclado,OESTE,Online,4,46.1,"184,40"
2025-11-23,Monitor,Centro,Tienda física,1,209.43,"209,43"
2025-08-22,Teclado,Norte,Online ,5,46.58,"232,90"
2025-11-20,MOUSE,Este,Tienda Fisica,1,24.08,"24,08 €"
2025-12-03,Mouse,Centro,Tienda,4,24.03,"96,12"
